file,timestamp,segment_index,WM1,WM2,WM3,WM4,WM5
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,0,33.599998474121094,2.200000047683716,0.6100000143051147,193.0,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,1,40.0,2.799999952316284,1.1913559881307312,160.0,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,2,36.20000076293945,1.9271186266915286,0.8199999928474426,177.83050847457616,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,3,43.29999923706055,3.200000047683716,1.5099999904632568,176.0,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,4,35.29999923706055,2.200000047683716,0.9145762930482119,187.54237288135596,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,5,29.700000762939453,1.5,0.3532203395487895,164.0,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,6,35.581354690810386,2.5999999046325684,0.5600000023841858,174.81355932203394,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,7,41.099998474121094,2.9000000953674316,1.409999966621399,176.94915254237293,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,8,37.691525992700605,2.200000047683716,1.0,170.0,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,9,32.79999923706055,2.4000000953674316,0.6277966075024362,155.0,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,10,32.53559267722955,1.899999976158142,0.4399999976158142,188.0,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,11,38.9966101565604,2.799999952316284,0.9649152573892639,160.0,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,12,38.900001525878906,3.0999999046325684,1.207457667690211,163.61016949152486,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,13,37.900001525878906,2.299999952316284,1.0199999809265137,180.57627118644086,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,14,34.29999923706055,2.299999952316284,0.6200000047683716,181.40677966101657,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,15,37.6966108548439,2.5999999046325684,0.949999988079071,172.1016949152547,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,16,34.900001525878906,2.299999952316284,0.7300000190734863,180.67796610169535,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,17,33.20000076293945,1.7999999523162842,0.5400000214576721,169.0,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,18,33.65593195769746,2.0999999046325684,0.6600000262260437,132.52542372881362,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,19,34.24237299773651,2.4000000953674316,0.6600000262260437,142.57627118644086,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,20,31.5,1.7000000476837158,0.5,170.55932203389898,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,21,33.70000076293945,2.0999999046325684,0.47999998927116394,163.5423728813562,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,22,31.700000762939453,2.0,0.47999998927116394,216.91525423728945,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,23,29.61186483350853,1.7999999523162842,0.28999999165534973,160.64406779660953,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,24,34.79999923706055,3.299999952316284,0.7099999785423279,130.25423728813576,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,25,39.855932074078105,2.4000000953674316,0.9877966218075532,157.33898305084813,10.0
Aventa_Taggenberg_11_02_2022.hdf5,02_33_26,26,43.70000076293945,2.799999952316284,1.8794915211402752,165.52542372881362,10.0
