file,timestamp,segment_index,WM1,WM2,WM3,WM4,WM5
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,0,1.600000023841858,2.5,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,1,2.799999952316284,2.5,0.0,199.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,2,2.4000000953674316,2.4000000953674316,0.0,189.3728813559322,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,3,1.2000000476837158,2.5,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,4,3.5,2.5,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,5,1.899999976158142,2.4000000953674316,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,6,1.399999976158142,2.5,0.0,176.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,7,3.5,2.5,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,8,1.7000000476837158,2.5,0.0,195.94915254237299,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,9,3.0999999046325684,2.4000000953674316,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,10,2.200000047683716,2.4000000953674316,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,11,1.7000000476837158,2.5,0.0,198.94915254237287,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,12,3.299999952316284,2.5999999046325684,0.0,188.2372881355932,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,13,1.7000000476837158,2.5999999046325684,0.0,189.42372881355936,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,14,3.5999999046325684,2.5999999046325684,0.0,187.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,15,2.0,2.5999999046325684,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,16,2.7016949613215524,2.5,0.0,199.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,17,2.5,2.5,0.0,190.67796610169535,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,18,1.600000023841858,2.5999999046325684,0.0,183.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,19,3.5,2.4000000953674316,0.0,199.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,20,1.7000000476837158,2.299999952316284,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,21,2.200000047683716,2.5,0.0,199.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,22,2.9000000953674316,2.5,0.0,173.9152542372883,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,23,1.5,2.5,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,24,3.5999999046325684,2.5999999046325684,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,25,2.0,2.5,0.0,197.33898305084745,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,26,2.6305083864826098,2.4000000953674316,0.0,191.69491525423746,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,27,2.700000047683716,2.5,0.0,191.0677966101698,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,28,1.7000000476837158,2.5,0.0,183.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,29,3.299999952316284,2.4000000953674316,0.0,188.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,30,1.6593220718836303,2.4000000953674316,0.0,199.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,31,2.5999999046325684,2.4000000953674316,0.0,199.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,32,2.299999952316284,2.299999952316284,0.0,177.96610169491532,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,33,1.2000000476837158,2.4000000953674316,0.0,195.38983050847492,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,34,1.7999999523162842,2.299999952316284,0.0,199.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,35,3.0,2.4000000953674316,0.0,199.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,36,1.5,2.5,0.0,199.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,37,2.2101695295107358,2.5999999046325684,0.0,199.0,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,38,2.799999952316284,2.4000000953674316,0.0,186.89830508474506,13.0
Aventa_Taggenberg_17_12_2022.hdf5,16_02_23,39,1.2999999523162842,2.5,0.0,190.0,13.0
