file,timestamp,segment_index,WM1,WM2,WM3,WM4,WM5
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,0,39.70000076293945,3.200000047683716,1.340000033378601,200.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,1,37.0,2.799999952316284,0.8700000047683716,180.10169491525426,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,2,38.70000076293945,3.0999999046325684,1.090000033378601,176.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,3,33.599998474121094,2.299999952316284,0.699999988079071,190.22033898305108,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,4,34.18983103865284,2.5999999046325684,0.6299999952316284,202.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,5,33.79999923706055,2.4000000953674316,0.6499999761581421,171.49152542372872,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,6,36.31525382349047,2.5999999046325684,0.7300000190734863,184.37288135593246,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,7,40.099998474121094,3.0,1.16677962117276,169.6440677966101,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,8,42.0,3.0,1.5,167.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,9,38.29999923706055,2.5,1.0927118951991444,175.1864406779664,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,10,36.099998474121094,2.5,0.8399999737739563,177.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,11,33.32203363968154,2.5,0.6399999856948853,196.7627118644068,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,12,30.769491228006647,2.0,0.4099999964237213,200.1355932203394,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,13,34.38305198540123,2.5999999046325684,0.5083050768254179,174.8305084745764,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,14,40.0,3.4000000953674316,1.159999966621399,166.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,15,38.91186575162209,2.9000000953674316,1.1399999856948853,156.1186440677966,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,16,35.900001525878906,2.4000000953674316,0.8399999737739563,185.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,17,35.599998474121094,2.5999999046325684,0.7699999809265137,173.8644067796613,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,18,34.5,2.5,0.6499999761581421,176.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,19,36.20000076293945,2.799999952316284,0.7998305205571453,182.89830508474597,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,20,35.20000076293945,2.4000000953674316,0.800000011920929,199.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,21,36.20339054172324,2.606779567265946,0.7503389827275696,167.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,22,38.75593211287159,3.200000047683716,1.0399999618530273,170.7966101694915,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,23,36.29999923706055,2.700000047683716,0.8591525574861941,174.0677966101689,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,24,35.461017543986706,2.9000000953674316,0.7400000095367432,150.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,25,37.70000076293945,3.0,0.9599999785423279,169.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,26,36.400001525878906,2.5,0.8633898415807927,156.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,27,36.900001525878906,3.200000047683716,0.8799999952316284,166.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,28,35.599998474121094,2.4000000953674316,0.7699999809265137,172.15254237288082,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,29,34.599998474121094,2.4000000953674316,0.7400000095367432,167.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,30,36.87627216921015,2.700000047683716,0.7676271018335378,156.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,31,38.099998474121094,2.799999952316284,1.0399999618530273,174.30508474576345,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,32,36.099998474121094,2.5,0.8100000023841858,178.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,33,40.900001525878906,3.299999952316284,1.190000057220459,158.0,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,34,36.927119756148976,2.700000047683716,1.0700000524520874,186.7288135593226,10.0
Aventa_Taggenberg_15_01_2023.hdf5,00_03_15,35,31.161017563383425,2.0999999046325684,0.49000000953674316,211.0,10.0
