file,timestamp,segment_index,WM1,WM2,WM3,WM4,WM5
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,0,34.5,2.299999952316284,0.6499999761581421,162.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,1,34.56271090749967,2.0,0.6200000047683716,171.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,2,34.57457513324285,2.0999999046325684,0.6899999976158142,186.25423728813558,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,3,33.20000076293945,1.899999976158142,0.5400000214576721,169.23728813559325,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,4,30.5,1.899999976158142,0.4399999976158142,195.10169491525403,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,5,28.799999237060547,1.5,0.20000000298023224,219.8135593220336,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,6,28.5,1.899999976158142,0.25,157.4745762711865,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,7,28.399999618530273,1.7000000476837158,0.23000000417232513,158.83050847457628,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,8,31.5,2.299999952316284,0.36000001430511475,178.1355932203387,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,9,33.06440579689154,2.0999999046325684,0.550000011920929,188.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,10,32.099998474121094,2.0999999046325684,0.4972881381794568,175.3728813559328,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,11,30.899999618530273,1.899999976158142,0.38999998569488525,176.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,12,32.29999923706055,2.0999999046325684,0.4300000071525574,177.4745762711865,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,13,32.900001525878906,2.299999952316284,0.5400000214576721,179.69491525423746,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,14,29.799999237060547,1.899999976158142,0.3722033924975638,222.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,15,27.600000381469727,1.7000000476837158,0.20000000298023224,200.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,16,30.552542767284404,2.4000000953674316,0.35033897777735107,196.06779661016935,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,17,31.299999237060547,2.0999999046325684,0.4399999976158142,202.6779661016949,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,18,29.799999237060547,1.7999999523162842,0.33000001311302185,198.30508474576163,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,19,28.700000762939453,1.899999976158142,0.25,206.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,20,33.654237003649676,3.0,0.5699999928474426,201.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,21,33.266100802664056,2.9000000953674316,0.5799999833106995,213.67796610169444,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,22,30.320338297698463,2.200000047683716,0.3620339106705233,155.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,23,30.0,1.7999999523162842,0.3142372864787843,198.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,24,31.899999618530273,2.4000000953674316,0.4300000071525574,184.6949152542379,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,25,30.899999618530273,1.7000000476837158,0.3700000047683716,176.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,26,32.599998474121094,2.0,0.47999998927116394,171.91525423728763,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,27,32.206780320506994,1.7999999523162842,0.5,189.13559322033916,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,28,31.600000381469727,2.4000000953674316,0.43559322215742974,200.8813559322034,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,29,33.79999923706055,1.899999976158142,0.4718644038095297,187.18644067796595,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,30,38.099998474121094,2.700000047683716,0.9100000262260437,166.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,31,38.099998474121094,2.299999952316284,1.0299999713897705,176.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,32,37.5,2.200000047683716,0.9800000190734863,177.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,33,37.70000076293945,2.299999952316284,0.9900000095367432,177.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,34,35.900001525878906,2.299999952316284,0.8500000238418579,174.3220338983051,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,35,35.19491590079613,2.0949151637190355,0.6594915491039458,199.0,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,36,38.900001525878906,2.799999952316284,1.0257626872951675,187.18644067796367,10.0
Aventa_Taggenberg_04_11_2022.hdf5,03_33_35,37,39.34067735833638,2.9000000953674316,1.0700000524520874,174.2033898305085,10.0
