file,timestamp,segment_index,WM1,WM2,WM3,WM4,WM5
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,0,5.0,0.8999999761581421,0.0,160.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,1,5.0,0.800000011920929,0.0,155.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,2,5.0,0.800000011920929,0.0,155.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,3,5.0,0.800000011920929,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,4,5.0,0.6000000238418579,0.0,154.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,5,5.0,0.800000011920929,0.0,154.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,6,5.0,0.800000011920929,0.0,154.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,7,5.0,0.8999999761581421,0.0,133.4237288135593,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,8,5.0,1.100000023841858,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,9,5.0,1.2000000476837158,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,10,5.0,1.2000000476837158,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,11,5.0,1.2999999523162842,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,12,5.0,1.2999999523162842,0.0,148.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,13,5.0,1.2999999523162842,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,14,5.0,1.2999999523162842,0.0,154.15254237288138,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,15,5.0,1.2999999523162842,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,16,5.0,1.2999999523162842,0.0,144.71186440678025,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,17,5.0,1.2999999523162842,0.0,145.79661016949171,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,18,5.0,1.5,0.0,132.37288135593212,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,19,5.0,1.399999976158142,0.0,152.27118644067832,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,20,5.0,1.5,0.0,132.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,21,5.0,1.5,0.0,134.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,22,5.0,1.600000023841858,0.0,134.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,23,5.0,1.6644067804692202,0.0,141.06779661016935,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,24,5.0,1.7999999523162842,0.0,129.06779661016935,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,25,5.0,1.5,0.0,141.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,26,5.0,1.399999976158142,0.0,133.2881355932202,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,27,5.0,1.7000000476837158,0.0,143.50847457627128,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,28,5.0,1.7000000476837158,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,29,5.0,1.600000023841858,0.0,132.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,30,5.0,1.5,0.0,133.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,31,5.0,1.600000023841858,0.0,134.91525423728763,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,32,5.0,1.7000000476837158,0.0,135.52542372881317,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,33,5.0,1.600000023841858,0.0,143.71186440677957,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,34,5.0,1.600000023841858,0.0,138.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,35,5.0,1.399999976158142,0.0,153.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,36,5.0,1.600000023841858,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,37,5.0,1.399999976158142,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,38,5.0,1.399999976158142,0.0,142.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,39,5.0,1.2999999523162842,0.0,138.20338983050942,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,40,5.0,1.2999999523162842,0.0,140.59322033898388,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,41,5.0,1.399999976158142,0.0,153.32203389830556,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,42,5.0,1.2999999523162842,0.0,148.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,43,5.0,1.2999999523162842,0.0,155.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,44,5.0,1.100000023841858,0.0,143.94915254237276,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,45,5.0,1.100000023841858,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,46,5.0,1.2000000476837158,0.0,144.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,47,5.0,1.2999999523162842,0.0,143.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,48,5.0,1.2000000476837158,0.0,144.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,49,5.0,1.2999999523162842,0.0,155.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,50,5.0,1.2999999523162842,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,51,5.0,1.2000000476837158,0.0,155.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,52,5.0,1.2000000476837158,0.0,155.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,53,5.0,1.2000000476837158,0.0,155.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,54,5.0,1.2000000476837158,0.0,165.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,55,5.0,1.100000023841858,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,56,5.0,1.0,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,57,5.0,1.100000023841858,0.0,155.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,58,5.0,1.0,0.0,162.40677966101794,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_03_10,59,5.0,1.0,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,0,5.0,1.0,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,1,5.0,1.0,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,2,5.0,1.0,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,3,5.0,0.8999999761581421,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,4,5.0,0.8999999761581421,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,5,5.0,0.800000011920929,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,6,5.0,0.800000011920929,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,7,5.0,0.699999988079071,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,8,5.0,0.699999988079071,0.0,162.77966101694926,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,9,5.0,0.699999988079071,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,10,5.0,0.7491525421708335,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,11,5.0,0.800000011920929,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,12,5.0,0.800000011920929,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,13,5.0,0.800000011920929,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,14,5.0,0.800000011920929,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,15,5.0,0.800000011920929,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,16,5.0,0.699999988079071,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,17,5.0,0.699999988079071,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,18,5.0,0.699999988079071,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,19,5.0,0.699999988079071,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,20,5.0,0.699999988079071,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,21,5.0,0.6000000238418579,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,22,5.0,0.6000000238418579,0.0,176.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,23,5.0,0.6000000238418579,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,24,5.0,0.6000000238418579,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,25,5.0,0.800000011920929,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,26,5.0,0.800000011920929,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,27,5.0,0.800000011920929,0.0,166.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,28,5.0,0.8999999761581421,0.0,155.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,29,5.0,0.800000011920929,0.0,155.0,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,30,5.0,0.8999999761581421,0.0,155.52542372881362,9.0
Aventa_Taggenberg_21_01_2023.hdf5,00_13_11,31,5.0,1.2000000476837158,0.0,176.0,9.0
